participant_id,participant_hash,item_order,latin_square_group,experimental_condition,word_position,word_index_0based,word,word_raw,cs_point,first_pass_reading_time,first_pass_move_direction,num_reread_events,rereading_time,total_reading_time,had_regression,newline_flag,parse_status,suitability,error_rate,accuracy,surprisal,surprisal_z,log_reading_time,surprisal_raw
MEMEER16,0a9be44c512145657104365695f488bf,22,21,cs_tr_de_2,19,18.0,"Mädchen,",Mädchen%2C,0,315.0,forward,0,0.0,315.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,9.485342632702002,-0.9773343567801804,5.752572638825633,9.485342632702002
MEMEER16,0a9be44c512145657104365695f488bf,22,21,cs_tr_de_2,20,19.0,du,du,0,331.0,forward,0,0.0,331.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,3.686356626474044,-1.5535380755881791,5.802118375377063,3.686356626474044
MEMEER16,0a9be44c512145657104365695f488bf,22,21,cs_tr_de_2,21,20.0,bist,bist,0,333.0,forward,0,0.0,333.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,14.260822047462195,-0.5028291596783646,5.808142489980444,14.260822047462195
MEMEER16,0a9be44c512145657104365695f488bf,22,21,cs_tr_de_2,22,21.0,"Türke,",Türke%2C,0,313.0,forward,0,0.0,313.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,15.354228579616036,-0.3941851813484685,5.746203190540153,15.354228579616036
MEMEER16,0a9be44c512145657104365695f488bf,22,21,cs_tr_de_2,23,22.0,du,du,0,317.0,forward,0,0.0,317.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,6.569660214731703,-1.267044842422546,5.75890177387728,6.569660214731703
MEMEER16,0a9be44c512145657104365695f488bf,22,21,cs_tr_de_2,24,23.0,kannst,kannst,0,331.0,forward,0,0.0,331.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,9.960584355623013,-0.9301129894953285,5.802118375377063,9.960584355623013
MEMEER16,0a9be44c512145657104365695f488bf,22,21,cs_tr_de_2,25,24.0,"nicht!""","nicht!""",0,357.0,forward,0,0.0,357.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,27.762815363481472,0.8387672421159569,5.877735781779639,27.762815363481472
MEMEER16,0a9be44c512145657104365695f488bf,22,21,cs_tr_de_2,26,25.0,Mutti,Mutti,0,345.0,forward,0,0.0,345.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,27.20110626715147,0.7829542310402228,5.84354441703136,27.20110626715147
MEMEER16,0a9be44c512145657104365695f488bf,22,21,cs_tr_de_2,27,26.0,warum,warum,0,332.0,forward,0,0.0,332.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,23.27913960037081,0.39325648456989065,5.805134968916488,23.27913960037081
MEMEER16,0a9be44c512145657104365695f488bf,22,21,cs_tr_de_2,28,27.0,kann,kann,0,389.0,forward,0,0.0,389.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,10.398645493219291,-0.8865859907619027,5.963579343618446,10.398645493219291
MEMEER16,0a9be44c512145657104365695f488bf,22,21,cs_tr_de_2,29,28.0,ich,ich,0,315.0,forward,0,0.0,315.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,3.571706800033465,-1.564930007950976,5.752572638825633,3.571706800033465
MEMEER16,0a9be44c512145657104365695f488bf,22,21,cs_tr_de_2,30,29.0,nicht?,nicht?,0,330.0,forward,0,0.0,330.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,26.165396474709084,0.6800431646278815,5.799092654460526,26.165396474709084
MEMEER16,0a9be44c512145657104365695f488bf,22,21,cs_tr_de_2,31,30.0,Bütün,Bütün,1,314.0,forward,0,0.0,314.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,22.04916508481983,0.27104272355401643,5.749392985908253,22.04916508481983
MEMEER16,0a9be44c512145657104365695f488bf,22,21,cs_tr_de_2,32,31.0,sınıf,sınıf,0,332.0,forward,0,0.0,332.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,2.103903667979738,-1.710775095740301,5.805134968916488,2.103903667979738
MEMEER16,0a9be44c512145657104365695f488bf,22,21,cs_tr_de_2,33,32.0,"gidiyor,",gidiyor%2C,0,329.0,forward,0,0.0,329.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,11.03769106005868,-0.8230886083393271,5.796057750765372,11.03769106005868
MEMEER16,0a9be44c512145657104365695f488bf,22,21,cs_tr_de_2,34,33.0,ihr,ihr,1,330.0,forward,0,0.0,330.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,11.76646547929802,-0.7506755123106659,5.799092654460526,11.76646547929802
MEMEER16,0a9be44c512145657104365695f488bf,22,21,cs_tr_de_2,35,34.0,habt,habt,0,346.0,forward,0,0.0,346.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,10.133853436714274,-0.9128964815106557,5.846438775057725,10.133853436714274
MEMEER16,0a9be44c512145657104365695f488bf,22,21,cs_tr_de_2,36,35.0,mich,mich,0,312.0,forward,0,0.0,312.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,10.81540554761031,-0.8451755281512281,5.7430031878094825,10.81540554761031
MEMEER16,0a9be44c512145657104365695f488bf,22,21,cs_tr_de_2,37,36.0,aufs,aufs,0,329.0,forward,0,0.0,329.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,18.853065642548327,-0.046530794012533405,5.796057750765372,18.853065642548327
MEMEER16,0a9be44c512145657104365695f488bf,22,21,cs_tr_de_2,38,37.0,Gymnasium,Gymnasium,0,318.0,forward,0,0.0,318.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,11.666736179715697,-0.7605848987502497,5.762051382780177,11.666736179715697
MEMEER16,0a9be44c512145657104365695f488bf,22,21,cs_tr_de_2,39,38.0,"geschickt,",geschickt%2C,0,347.0,forward,0,0.0,347.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,12.363560350008346,-0.6913464701962391,5.849324779946859,12.363560350008346
MEMEER16,0a9be44c512145657104365695f488bf,22,21,cs_tr_de_2,40,39.0,"also,",also%2C,0,360.0,forward,0,0.0,360.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,24.448618874515496,0.5094592665920132,5.886104031450156,24.448618874515496
MEMEER16,0a9be44c512145657104365695f488bf,22,21,cs_tr_de_2,41,40.0,siz,siz,1,329.0,forward,0,0.0,329.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,22.152005206590964,0.28126121012107397,5.796057750765372,22.152005206590964
MEMEER16,0a9be44c512145657104365695f488bf,22,21,cs_tr_de_2,42,41.0,bu,bu,0,345.0,forward,0,0.0,345.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,23.81096223956448,0.44609989238645875,5.84354441703136,23.81096223956448
MEMEER16,0a9be44c512145657104365695f488bf,22,21,cs_tr_de_2,43,42.0,yollara,yollara,0,315.0,forward,0,0.0,315.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,26.3113285694804,0.6945433920142497,5.752572638825633,26.3113285694804
MEMEER16,0a9be44c512145657104365695f488bf,22,21,cs_tr_de_2,44,43.0,"katlanacaksınız,",katlanacaksınız%2C,0,332.0,forward,0,0.0,332.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,27.023603661126568,0.7653170679948531,5.805134968916488,27.023603661126568
MEMEER16,0a9be44c512145657104365695f488bf,22,21,cs_tr_de_2,45,44.0,ne?,ne?,1,582.0,forward,0,0.0,582.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,17.854926492082825,-0.14570873473672252,6.366470447731438,17.854926492082825
MEMEER16,0a9be44c512145657104365695f488bf,22,21,cs_tr_de_2,46,45.0,Ist,Ist,0,376.0,forward,0,0.0,376.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,16.26644794943289,-0.3035444740433199,5.929589143389895,16.26644794943289
MEMEER16,0a9be44c512145657104365695f488bf,22,21,cs_tr_de_2,47,46.0,so.,so.,0,751.0,forward,0,0.0,751.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,12.88951218943216,-0.639086401717985,6.621405651764134,12.88951218943216
MEMEER16,0a9be44c512145657104365695f488bf,23,22,cs_tr_de_2,2,1.0,dann,dann,0,345.0,forward,0,0.0,345.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,8.294637947718433,-1.09564615590382,5.84354441703136,8.294637947718433
MEMEER16,0a9be44c512145657104365695f488bf,23,22,cs_tr_de_2,3,2.0,ist,ist,0,394.0,forward,0,0.0,394.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,6.410374699016795,-1.282871903637836,5.976350909297934,6.410374699016795
MEMEER16,0a9be44c512145657104365695f488bf,23,22,cs_tr_de_2,4,3.0,es,es,0,366.0,forward,0,0.0,366.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,10.054974625791951,-0.9207341041812024,5.902633333401366,10.054974625791951
MEMEER16,0a9be44c512145657104365695f488bf,23,22,cs_tr_de_2,5,4.0,natürlich,natürlich,0,410.0,forward,0,0.0,410.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,16.01131512653093,-0.32889519590886823,6.016157159698354,16.01131512653093
MEMEER16,0a9be44c512145657104365695f488bf,23,22,cs_tr_de_2,6,5.0,"toll,",toll%2C,0,341.0,forward,0,0.0,341.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,48.887738803258536,2.9377996302715967,5.831882477283517,48.887738803258536
MEMEER16,0a9be44c512145657104365695f488bf,23,22,cs_tr_de_2,7,6.0,buraya,buraya,1,360.0,forward,0,0.0,360.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,51.706195989043074,3.217849540722499,5.886104031450156,51.706195989043074
MEMEER16,0a9be44c512145657104365695f488bf,23,22,cs_tr_de_2,8,7.0,ilk,ilk,0,406.0,forward,0,0.0,406.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,19.02019150335077,-0.0299246938426186,6.0063531596017325,19.02019150335077
MEMEER16,0a9be44c512145657104365695f488bf,23,22,cs_tr_de_2,9,8.0,geldiğinde,geldiğinde,0,347.0,forward,0,0.0,347.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,24.174332687752248,0.48220541209729406,5.849324779946859,24.174332687752248
MEMEER16,0a9be44c512145657104365695f488bf,23,22,cs_tr_de_2,10,9.0,falan,falan,0,479.0,forward,0,0.0,479.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,24.492112598988097,0.5137809265786053,6.171700597410915,24.492112598988097
MEMEER16,0a9be44c512145657104365695f488bf,23,22,cs_tr_de_2,11,10.0,"böyle,",böyle%2C,0,377.0,forward,0,0.0,377.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,27.501957582097592,0.8128476721166553,5.932245187448011,27.501957582097592
MEMEER16,0a9be44c512145657104365695f488bf,23,22,cs_tr_de_2,12,11.0,die,die,1,359.0,forward,0,0.0,359.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,21.842316735112902,0.2504896840739374,5.883322388488279,21.842316735112902
MEMEER16,0a9be44c512145657104365695f488bf,23,22,cs_tr_de_2,13,12.0,Straße,Straße,0,373.0,forward,0,0.0,373.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,19.774815602945395,0.045056899839721505,5.921578419643816,19.774815602945395
MEMEER16,0a9be44c512145657104365695f488bf,23,22,cs_tr_de_2,14,13.0,war,war,0,348.0,forward,0,0.0,348.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,14.462454507333751,-0.4827943858255532,5.8522024797744745,14.462454507333751
MEMEER16,0a9be44c512145657104365695f488bf,23,22,cs_tr_de_2,15,14.0,schon,schon,0,329.0,forward,0,0.0,329.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,15.301724340099431,-0.39940215169986487,5.796057750765372,15.301724340099431
MEMEER16,0a9be44c512145657104365695f488bf,23,22,cs_tr_de_2,16,15.0,die,die,0,342.0,forward,0,0.0,342.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,24.35331296871336,0.49998940112095025,5.834810737062605,24.35331296871336
MEMEER16,0a9be44c512145657104365695f488bf,23,22,cs_tr_de_2,17,16.0,"Zimmerstraße,",Zimmerstraße%2C,0,363.0,forward,0,0.0,363.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,39.899562241809534,2.0447088805357505,5.8944028342648505,39.899562241809534
MEMEER16,0a9be44c512145657104365695f488bf,23,22,cs_tr_de_2,18,17.0,"böyle,",böyle%2C,1,330.0,forward,0,0.0,330.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,29.75196119991589,1.0364144216356213,5.799092654460526,29.75196119991589
MEMEER16,0a9be44c512145657104365695f488bf,23,22,cs_tr_de_2,19,18.0,mir,mir,1,390.0,forward,0,0.0,390.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,19.28512733735191,-0.0035999169535201082,5.966146739123692,19.28512733735191
MEMEER16,0a9be44c512145657104365695f488bf,23,22,cs_tr_de_2,20,19.0,kamen,kamen,0,330.0,forward,0,0.0,330.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,10.707788435728812,-0.855868670022393,5.799092654460526,10.707788435728812
MEMEER16,0a9be44c512145657104365695f488bf,23,22,cs_tr_de_2,21,20.0,die,die,0,390.0,forward,0,0.0,390.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,9.05045079139582,-1.0205464452333612,5.966146739123692,9.05045079139582
MEMEER16,0a9be44c512145657104365695f488bf,23,22,cs_tr_de_2,22,21.0,Tränen,Tränen,0,361.0,forward,0,0.0,361.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,8.643450408475967,-1.0609871591690105,5.8888779583328805,8.643450408475967
MEMEER16,0a9be44c512145657104365695f488bf,23,22,cs_tr_de_2,23,22.0,in,in,0,345.0,forward,0,0.0,345.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,8.872792025123937,-1.038199124804369,5.84354441703136,8.872792025123937
MEMEER16,0a9be44c512145657104365695f488bf,23,22,cs_tr_de_2,24,23.0,der,der,0,374.0,forward,0,0.0,374.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,15.293465045274395,-0.4002228186902329,5.924255797414532,15.293465045274395
MEMEER16,0a9be44c512145657104365695f488bf,23,22,cs_tr_de_2,25,24.0,Art!,Art!,0,436.0,forward,0,0.0,436.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,18.711777079350306,-0.060569626914062286,6.077642243349034,18.711777079350306
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,2,1.0,dem,dem,0,556.0,forward,0,0.0,556.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,26.505313992763995,0.7138183345939538,6.320768294250582,26.505313992763995
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,3,2.0,Wagen,Wagen,0,403.0,forward,0,0.0,403.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,23.29658276875192,0.3949896873191636,5.998936561946683,23.29658276875192
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,4,3.0,"genau,",genau%2C,0,494.0,forward,0,0.0,494.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,58.29759481084383,3.8727896473530934,6.202535517187923,58.29759481084383
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,5,4.0,onlar,onlar,1,390.0,forward,0,0.0,390.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,55.65918832603938,3.610630085898944,5.966146739123692,55.65918832603938
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,6,5.0,"konuşuyor,",konuşuyor%2C,0,406.0,forward,0,0.0,406.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,31.45186248654561,1.2053214412267361,6.0063531596017325,31.45186248654561
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,7,6.0,Cennet,Cennet,0,392.0,forward,0,0.0,392.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,38.256184085281774,1.8814181596783177,5.971261839790462,38.256184085281774
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,8,7.0,total,total,1,420.0,forward,0,0.0,420.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,32.04385428803954,1.2641434278910095,6.040254711277414,32.04385428803954
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,9,8.0,verliebte,verliebte,0,401.0,forward,0,0.0,401.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,48.12968880925872,2.862477629991552,5.993961427306569,48.12968880925872
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,10,9.0,Augen,Augen,0,513.0,forward,0,0.0,513.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,23.72904896675033,0.43796075696441145,6.240275845170769,23.72904896675033
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,11,10.0,und,und,0,374.0,forward,0,0.0,374.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,11.115553797479704,-0.8153519456175372,5.924255797414532,11.115553797479704
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,12,11.0,"so,",so%2C,0,358.0,forward,0,0.0,358.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,19.516775585313248,0.01941731084929409,5.8805329864007,19.516775585313248
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,13,12.0,und,und,0,362.0,forward,0,0.0,362.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,16.12531073096763,-0.3175682689023799,5.8916442118257715,16.12531073096763
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,14,13.0,ich,ich,0,254.0,forward,0,0.0,254.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,12.114540478448657,-0.7160897918555227,5.537334267018537,12.114540478448657
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,15,14.0,hab,hab,0,331.0,forward,0,0.0,331.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,10.918073686730578,-0.8349741302687945,5.802118375377063,10.918073686730578
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,16,15.0,den,den,0,269.0,forward,0,0.0,269.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,15.15887692615399,-0.4135958764388228,5.594711379601839,15.15887692615399
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,17,16.0,Kerl,Kerl,0,255.0,forward,0,0.0,255.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,15.614714878474054,-0.368302522907954,5.541263545158426,15.614714878474054
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,18,17.0,nicht,nicht,0,286.0,forward,0,0.0,286.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,19.48374253359673,0.016135053016253405,5.655991810819852,19.48374253359673
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,19,18.0,"gemocht,",gemocht%2C,0,286.0,forward,0,0.0,286.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,20.990893920306657,0.1658898951380013,5.655991810819852,20.990893920306657
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,20,19.0,die,die,0,315.0,forward,0,0.0,315.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,13.178631535867025,-0.6103586823518421,5.752572638825633,13.178631535867025
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,21,20.0,waren,waren,0,329.0,forward,0,0.0,329.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,14.674159647101042,-0.4617587618917014,5.796057750765372,14.674159647101042
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,22,21.0,wieviel,wieviel,0,331.0,forward,0,0.0,331.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,27.7299515426934,0.8355017995485856,5.802118375377063,27.7299515426934
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,23,22.0,waren,waren,0,358.0,forward,0,0.0,358.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,14.962244345908315,-0.4331338480522546,5.8805329864007,14.962244345908315
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,24,23.0,die,die,0,313.0,forward,0,0.0,313.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,16.94215677778321,-0.23640412583266673,5.746203190540153,16.94215677778321
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,25,24.0,acht,acht,0,335.0,forward,0,0.0,335.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,20.071456782598396,0.07453200991656618,5.814130531825066,20.071456782598396
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,26,25.0,Monate,Monate,0,331.0,forward,0,0.0,331.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,15.085456844570054,-0.4208911042594136,5.802118375377063,15.085456844570054
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,27,26.0,"zusammen,",zusammen%2C,0,327.0,forward,0,0.0,327.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,12.560494243858331,-0.6717785592073466,5.7899601708972535,12.560494243858331
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,28,27.0,und,und,0,334.0,forward,0,0.0,334.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,12.692674605866658,-0.6586447430434882,5.811140992976701,12.692674605866658
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,29,28.0,Cennet,Cennet,1,357.0,forward,0,0.0,357.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,17.062544633387176,-0.22444204659608538,5.877735781779639,17.062544633387176
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,30,29.0,die,die,1,313.0,forward,0,0.0,313.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,15.207457209508508,-0.40876880151580064,5.746203190540153,15.207457209508508
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,31,30.0,ersten,ersten,0,350.0,forward,0,0.0,350.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,14.570070243354044,-0.4721013806638651,5.857933154483459,14.570070243354044
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,32,31.0,paar,paar,0,326.0,forward,0,0.0,326.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,8.28676183023952,-1.0964287493048464,5.786897381366708,8.28676183023952
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,33,32.0,Monate,Monate,0,301.0,forward,0,0.0,301.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,20.342079050967666,0.10142180707406247,5.707110264748875,20.342079050967666
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,34,33.0,hiç,hiç,1,315.0,forward,0,0.0,315.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,28.672243110909523,0.9291305658922938,5.752572638825633,28.672243110909523
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,35,34.0,böyle,böyle,0,342.0,forward,0,0.0,342.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,21.495514407578657,0.21603041988501007,5.834810737062605,21.495514407578657
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,36,35.0,yalnız,yalnız,0,350.0,forward,0,0.0,350.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,19.95908469438584,0.06336640009292523,5.857933154483459,19.95908469438584
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,37,36.0,gitmek,gitmek,0,313.0,forward,0,0.0,313.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,16.238165746463803,-0.3063546740523162,5.746203190540153,16.238165746463803
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,38,37.0,istemiyordu,istemiyordu,0,330.0,forward,0,0.0,330.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,24.395419825089405,0.5041732579547371,5.799092654460526,24.395419825089405
MEMEER16,0a9be44c512145657104365695f488bf,24,23,cs_tr_de_2,39,38.0,yanına.,yanına.,0,421.0,forward,0,0.0,421.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,26.1425764407314,0.6777757012425336,6.042632833682381,26.1425764407314
MEMEER16,0a9be44c512145657104365695f488bf,25,24,cs_tr_de_2,2,1.0,"du,",du%2C,0,211.0,forward,0,0.0,211.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,7.731331476527217,-1.151617886682339,5.351858133476067,7.731331476527217
MEMEER16,0a9be44c512145657104365695f488bf,25,24,cs_tr_de_2,3,2.0,das,das,0,248.0,forward,0,0.0,248.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,8.411518733106004,-1.084032549124085,5.5134287461649825,8.411518733106004
MEMEER16,0a9be44c512145657104365695f488bf,25,24,cs_tr_de_2,4,3.0,ist,ist,0,396.0,forward,0,0.0,396.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,7.9282653703772015,-1.1320499756934466,5.981414211254481,7.9282653703772015
MEMEER16,0a9be44c512145657104365695f488bf,25,24,cs_tr_de_2,5,4.0,so,so,0,223.0,forward,0,0.0,223.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,9.571730206160996,-0.9687506421389633,5.407171771460119,9.571730206160996
MEMEER16,0a9be44c512145657104365695f488bf,25,24,cs_tr_de_2,6,5.0,ein,ein,0,303.0,forward,0,0.0,303.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,13.4400066410647,-0.5843877095891925,5.713732805509369,13.4400066410647
MEMEER16,0a9be44c512145657104365695f488bf,25,24,cs_tr_de_2,7,6.0,"Typ,",Typ%2C,0,285.0,forward,0,0.0,285.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,19.10621584945114,-0.021377070503327003,5.652489180268651,19.10621584945114
MEMEER16,0a9be44c512145657104365695f488bf,25,24,cs_tr_de_2,8,7.0,er,er,0,327.0,forward,0,0.0,327.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,9.878095284893778,-0.9383093378334957,5.7899601708972535,9.878095284893778
MEMEER16,0a9be44c512145657104365695f488bf,25,24,cs_tr_de_2,9,8.0,hat,hat,0,254.0,forward,0,0.0,254.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,15.220054594718908,-0.4075170895444846,5.537334267018537,15.220054594718908
MEMEER16,0a9be44c512145657104365695f488bf,25,24,cs_tr_de_2,10,9.0,"gedacht,",gedacht%2C,0,258.0,forward,0,0.0,258.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,22.24578528231464,0.29057946478215496,5.552959584921617,22.24578528231464
MEMEER16,0a9be44c512145657104365695f488bf,25,24,cs_tr_de_2,11,10.0,"weil,",weil%2C,0,253.0,forward,0,0.0,253.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,31.89171430750268,1.2490263673444646,5.53338948872752,31.89171430750268
MEMEER16,0a9be44c512145657104365695f488bf,25,24,cs_tr_de_2,12,11.0,Cennet,Cennet,1,301.0,forward,0,0.0,301.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,36.55654146055895,1.7125368414688764,5.707110264748875,36.55654146055895
MEMEER16,0a9be44c512145657104365695f488bf,25,24,cs_tr_de_2,13,12.0,sieht,sieht,0,254.0,forward,0,0.0,254.0,False,False,ok,suitable,0.1538461538461538,0.8461538461538461,17.168953739129012,-0.2138689356457174,5.537334267018537,17.168953739129012
